问题 ID,说明,状态,严重性,故事点,项目路径,位置种类,路径,折线图,列,事件 ID,帮助链接,程序集名称,程序集版本,程序集公钥,片段
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,569,62,T:System.Uri,,,,,"return AppendSlash(upd.BaseUrl!) + ""d/"" + Uri.EscapeDataString(result.Data.Sign);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,565,12,T:System.Net.Http.HttpContent,,,,,var json = await resp.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,561,12,T:System.Net.Http.HttpContent,,,,,"using var req = new HttpRequestMessage(HttpMethod.Post, ""/api/fs/get"") { Content = new StringContent(body, Encoding.UTF8, ""application/json"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,558,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,558,12,M:System.Uri.#ctor(System.String),,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,558,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,528,12,T:System.Net.Http.HttpContent,,,,,var json = await resp.Content.ReadAsStringAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,525,12,T:System.Net.Http.HttpContent,,,,,"using var req = new HttpRequestMessage(HttpMethod.Post, ""/api/auth/login"") { Content = new StringContent(body, Encoding.UTF8, ""application/json"") };"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,522,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,522,12,M:System.Uri.#ctor(System.String),,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,522,12,T:System.Uri,,,,,using var http = new HttpClient { BaseAddress = new Uri(AppendSlash(upd.BaseUrl!)) };
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,490,12,P:System.Uri.AbsolutePath,,,,,"var segments = u.AbsolutePath.Split('/', StringSplitOptions.RemoveEmptyEntries);"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,489,12,T:System.Uri,,,,,var u = new Uri(url);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,489,12,M:System.Uri.#ctor(System.String),,,,,var u = new Uri(url);
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,430,20,M:System.TimeSpan.FromSeconds(System.Double),,,,,"Remaining = contentLength > 0 && bytesPerSecond > 0                          ? TimeSpan.FromSeconds(Math.Max(0, (contentLength - totalRead) / bytesPerSecond))                          : TimeSpan.Zero;"
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,410,12,T:System.Net.Http.HttpContent,,,,,await using var responseStream = await resp.Content.ReadAsStreamAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,410,12,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,await using var responseStream = await resp.Content.ReadAsStreamAsync();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,407,12,T:System.Net.Http.HttpContent,,,,,var contentLength = resp.Content.Headers.ContentLength ?? 0L;
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,384,16,T:System.Uri,,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,384,16,M:System.Uri.#ctor(System.String),,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0002,对所选 .NET 版本源代码不兼容,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,289,16,M:System.TimeSpan.FromSeconds(System.Double),,,,,Remaining = TimeSpan.FromSeconds(e.TotalBytesToReceive > 0 && e.AverageBytesPerSecondSpeed > 0                      ? (e.TotalBytesToReceive - e.ReceivedBytesSize) / e.AverageBytesPerSecondSpeed                      : 0);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,263,16,T:System.Uri,,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\Services\UpdaterService.cs,263,16,M:System.Uri.#ctor(System.String),,,,,var host = new Uri(url).Host.ToLowerInvariant();
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\ViewModels\MainWindowViewModel.cs,115,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
Api.0003,所选 .NET 版本中的行为变化,Active,Potential,1,LabelPlus_Next.Update\LabelPlus_Next.Update.csproj,File,LabelPlus_Next.Update\ViewModels\MainWindowViewModel.cs,115,16,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(fs);
